speaker,line
MULDER,"The tentacles reach far back into the last century, but it wasn't until victories in Europe and Japan and the onset of the Cold War that political and economic conditions became perfect for actual execution. MULDER sits down in a vacant dining chair."
MULDER,A conspiracy bigger and more secret than the Manhattan Project.
O'MALLEY,More odious and far-reaching.
MULDER,"No sooner had we defeated Germany than a new threat started appearing in skies over America, drawn to Earth by the latest threat to extinction - the H-bomb. Explosions acting as transducers, drawing alien life forms through wormholes in spaceships using electro-gravitic propulsion. Advanced extraterrestrial species visiting us, concerned for mankind and the threat of our self-destruction, forestalling our annihilation through their own self-sacrifice. The crashes at Roswell. More importantly, places like Aztec. World leaders signed secret memos directing scientific studies of alien technology and biochemistry. Classified studies were done at military installations, S4, Groom Lake, Wright Patterson and Dulce - extracting alien tissue. Tests were done on unsuspecting human subjects in elaborately staged abductions, in craft using alien technology recovered from the downed saucers... including human hybridisation through gene editing and forced implantation of alien embryos."
SVETA,Why do such a thing and lie about it? Our own government?
MULDER,"Your own government lies as a matter of course, as a matter of policy. The Tuskegee experiments on black men in the '30s, Henrietta Lacks..."
SVETA,What are they trying to do?
MULDER,That's the missing piece.
O'MALLEY,"But it's not hard to imagine... a government hiding, hoarding... alien technology for 70 years, at the expense of human life and the future of the planet. O'MALLEY now stands, ready to continue detailing the theory to SVETA and SCULLY."
O'MALLEY,"Driven not only by corporate greed, but... a darker objective."
MULDER,The takeover of America.
O'MALLEY,"And then the world itself - by any means necessary, however violent... or cruel... or efficient. By severe drought brought on by weather wars conducted secretly using aerial contaminants and high-altitude electromagnetic waves. In a state of perpetual war to create problem-reaction-solution scenarios to distract, enrage and enslave American citizens at home with tools like the Patriot Act and the National Defense Authorization Act, which abridged the Constitution in the name of national security. The militarization of police forces in cities across the U.S. The building of prison camps by the Federal Emergency Management Agency with no stated purpose. The corporate takeover of food and agriculture, pharmaceuticals and health care, even the military, in clandestine agendas, to fatten, dull, sicken and control a populace already consumed by consumerism."
O'MALLEY,"A government that taps your phone, collects your data and monitors your whereabouts - with impunity. A government preparing to use that data against you when it strikes, and the final takeover begins. MULDER sits in his chair, nodding."
SCULLY,The takeover of America?
O'MALLEY,"By a well-oiled and well-armed multinational group of elites that will cull, kill and subjugate."
SCULLY,Happening as we sit here?
O'MALLEY,It's happening all around us.
MULDER,The other shoe waiting to drop.
O'MALLEY,It'll probably start on a Friday. The banks will announce a security action necessitating their computers to go offline all weekend.
MULDER,Digital money will disappear.
SVETA,They can just steal your money?
MULDER,Followed by the detonation of strategic electromagnetic pulse bombs to knock out major grids.
O'MALLEY,"What will seem like an attack on America, by terrorists or Russia."
MULDER,Or a simulated alien invasion using alien replica vehicles that exist and are already in use.
SCULLY,An alien invasion of the U.S.?
MULDER,The Russians tried it in '47. SCULLY shakes her head slowly
SCULLY,You can't say these things.
O'MALLEY,I'm gonna say them tomorrow. SCULLY picks up her jacket and stands.
SCULLY,"It's fearmongering claptrap, isolationist techno-paranoia so bogus and dangerous and stupid that it borders on treason. Saying these things would be incredibly irresponsible."
MULDER,It's irresponsible not to say it.
SVETA,Especially if it's the truth.
SCULLY,Your test came back negative.
MULDER,"What do you mean, negative?"
SCULLY,She has no evidence of alien DNA. The disappointment is clear on MULDER's face. SVETA looks shocked and confused.
O'MALLEY,"I promised you the truth today, but that truth has come under assault. Cut to SVETA at an undisclosed location, talking to numerous reporters with microphones and recorders."
SVETA,Tad O'Malley tried to put words in my mouth. He paid me to create stories about alien abductions. He is saying lies and stories for his TV show so people will watch. I am so sorry if I misled anyone. MULDER is also watching the video stream. As he is watching we see that the video of SVETA's admission is playing on the large screen behind O'MALLEY in the Truth Squad studio.
MULDER,They got to her. MULDER slams his laptop shut in frustration.
O'MALLEY,These are the depths our government stoops to. We must be making them very afraid. Cut back to the hospital. The NURSE appears in the doorway holding the new test results.
NURSE,Dr. Scully? Your test results came back in.
MULDER,"Sveta? Sveta? Not finding her in the house, he opens the back door and heads into the garden."
MULDER,"SVETA? There's clean washing on the line, but no sign of SVETA."
GARNER,"No! No! No! The vehicles come to a screeching halt. Several armed soldiers get out, training their weapons on the scientists."
GARNER,"Stop! You can't! You have no right... One of the soldiers punches GARNER in the face, knocking him to the ground. Other soldiers enter the Faraday cage and place magnetic explosives on the ARV. Just as swiftly as the explosives are set the soldiers head back to their vehicles and speed out of the warehouse. As the vehicles speed out of the warehouse's doorway the charges explode, destroying the ARV and engulfing the helpless scientists in a huge fireball."
MULDER,"There's something called the Venus Syndrome. It's a runaway global warming scenario that leads us to the brink of the Sixth Extinction. Those with means will prepare to move off the planet into space, which has already been weaponized against the poor, huddled masses of humanity that haven't been exterminated by the über-violent fascist elites. If you believe in that kind of thing."
SCULLY,"You look exhausted, Mulder. MULDER looks tired. SCULLY looks tired too, but there's something else too. Her voice is weaker than usual."
MULDER,It was a long day at the office...
SCULLY,"I don't know if you saw, but... Tad O'Malley pulled the plug."
MULDER,"They're very good, these guys, you know?"
SCULLY,And what about Sveta? Where is she?
MULDER,I'm sure they scared her to death.
SCULLY,"We need to find her, Mulder. We need to protect her, no matter what."
MULDER,Why? You said her tests came back negative.
SCULLY,I ran them again. In fact... I sequenced her entire genome because I didn't trust the initial results.
MULDER,Are you saying she has alien DNA?
SCULLY,And I sequenced my own genome... because of my history and... because we have a child together.
MULDER,Scully... what are you saying?
SCULLY,I'm saying she's not the only one. I'm saying someone has to stop these sons of bitches. SCULLY's cellphone suddenly bleeps as it receives a text message. MULDER's cellphone bleeps at almost the same time.
SCULLY,Skinner.
MULDER,Skinner. Skinner Situation critical. Need to see you both ASAP.
MULDER,"Scully, are you ready for this?"
SCULLY,I don't know there's a choice. MULDER nods gently.
SVETA,"Oh, no... The car cuts out. She presses the accelerator repeatedly but gets no response."
SVETA,"Please! Please don't quit. No! The car rolls to a gentle halt in the middle of the road. She tries to restart it. The car remains dead. Suddenly a bright green shaft of light penetrates the car from above, entering through the sunroof. SVETA looks up in horror and awe through the glass in the roof. We see the shaft of light is coming from a bright circular feature on the underside of a triangular-shaped spaceship hovering overhead, similar to the ARV we saw earlier in the warehouse. SVETA cries out in horror"
SVETA,"Oh, no. No! The spaceship slowly descends until it is only about 25m above SVETA's car. The beam of green light suddenly stops. The car is now illuminated brightly in white light. SVETA fights to get out of her seatbelt and open the car door. She cries out as she panics."
SVETA,"No! Finally, SVETA manages to open the door and starts to get out, but it is too late. The car explodes in a huge fireball, a mushroom cloud of smoke rising into the night sky. The spacecraft slowly and silently rises up into the sky and out of view, leaving burning wreckage scattered across the road."
CIGARETTE-SMOKING MAN,Yes. Yes. I see. He closes the call and puts the phone down. An assistant walks over to him holding a lit cigarette. The CIGARETTE-SMOKING MAN looks up at him.
CIGARETTE-SMOKING MAN,We have a small problem. The assistant places the end of the cigarette in the tracheostomy tube. The CIGARETTE-SMOKING MAN inhales deeply. The cigarette burns brightly.
CIGARETTE-SMOKING MAN,"They've reopened the X-Files. He exhales slowly through his tracheostomy tube, staring into the fire. Fade to black. It's been a while since I last updated - please let me know if you like the new transcript!"
