speaker,line
MRS GOLDMAN,"Molly. We cut to a younger MRS GOLDMAN at home, heavily pregnant. Friends and their young children fill the kitchen and family room. She cradles her bump with her hands."
YOUNGER MRS GOLDMAN,"You should see, uh, that one, that one."
MRS GOLDMAN,"I love my daughter. But... there was... something odd... about her. I felt it from the day she was born. I-I didn't know for sure... until she was two. We see the YOUNGER MRS GOLDMAN slowly realising that her daughter is not in the house, that she can't see her."
YOUNGER MRS GOLDMAN,"Where's Molly? Outside the house, the shimmering surface of a large swimming pool. We can make out the dark silhouette of a body at the bottom of the pool."
MRS GOLDMAN,"She fell in the pool and nobody noticed. Molly was underwater for at least ten minutes. She should've been dead. YOUNGER MRS GOLDMAN dives into the pool and swims towards her daughter. We see MOLLY slowly turn. She's alive, treading water, smiling with her eyes wide open."
MRS GOLDMAN,I never told anyone else this. Not only was she alive... she was breathing in the water. YOUNGER MRS GOLDMAN recoils in shock. She tries to speak.
MRS GOLDMAN,"The other moms thought it was a miracle. But I knew what it was. My husband... did... something to the embryo. He used our own daughter for his research. I was nine months pregnant at the time - I was not about to let him have my son. I had to get away from that monster. Cut to a panicked YOUNGER MRS GOLDMAN at home, racing downstairs in a darkened hall. Her husband, AUGUSTUS GOLDMAN is standing in the hallway beside the staircase."
GOLDMAN,Please... don't go. I love you. YOUNGER MRS GOLDMAN is holding her handbag. She pulls out a large kitchen knife. She points it at her husband.
YOUNGER MRS GOLDMAN,"I want my daughter, Augustus."
GOLDMAN,"She is safe, so are you, right here with me. He walks slowly towards her, hands raised in front of him."
YOUNGER MRS GOLDMAN,"What did you do to her?! He moves forwards, trying to grab her hand which is holding the knife."
GOLDMAN,Jackie! Jackie! She fights back.
YOUNGER MRS GOLDMAN,No! There is a struggle. Her hand gets free. She slashes with the knife across his left upper arm. He winces. Blood starts dripping from inside his cufflinked shirt sleeve onto the floor. YOUNGER MRS GOLDMAN makes her way quickly along the hallway to a door leading into the garage.
MRS GOLDMAN,"He took Molly away. He hid her from me. So I got in the car and I drove. I just drove, no idea where to go. I knew there was no chance they would leave me alone. I had another baby in my belly."
MULDER,"""They""?"
MRS GOLDMAN,"The government. Augustus worked for them. I couldn't trust anyone. Especially the police. I was so scared. I was going too fast. And there was an animal in the middle of the road. We cut back. Night. The disemboweled body of a deer is lying the road. We see a car, flipped on its roof, its wheels turning slowly before coming to rest."
MRS GOLDMAN,"I panicked and I crashed. The camera pans over the car. We hear moaning. A handbag is thrown from the driver's window. We see an arm, then another. YOUNGER MRS GOLDMAN is crawling out of the wreckage, moaning in pain. She rolls over onto her back."
MRS GOLDMAN,"I thought I was gonna die. We see her gasping for breath, her face bloodied."
MRS GOLDMAN,But that's when I heard the sound. YOUNGER MRS GOLDMAN suddenly hears the high-pitched piercing sound. She starts screaming in agony.
MRS GOLDMAN,It was so loud... and... piercing. It hurt. It was in my head. The piercing tone continues. She screams in agony. She looks down to her abdomen.
MRS GOLDMAN,"He was talking to me in the only way that he knew how. And I knew what I had to do. YOUNGER MRS GOLDMAN reaches into her handbag and retrieves the kitchen knife. She pulls her shirt up to reveal her abdomen. She steadies the knife, holding it in two hands over her body, before starting to cut into her abdomen."
MRS GOLDMAN,They said I killed my baby. I didn't. We see a small foetal hand reaching out of YOUNGER MRS GOLDMAN's open abdomen.
MRS GOLDMAN,I let him out.
SCULLY,Do you know what happened to your son?
MRS GOLDMAN,Passed out from loss of blood. Woke up in a hospital. I never saw my boy again.
MRS GOLDMAN,"I think about him every day. MULDER turns to SCULLY, who understands her plight completely and looks back at MRS GOLDMAN with compassion and sadness."
SCULLY,A mother never forgets.
SCULLY,"All my training, everything that I know about psychology tells me that she's delusional. But Mulder, there's something about her that I trust."
MULDER,"She heard a tone in her head, a screech. That's what happened to me."
SCULLY,Are you saying that you think the baby that communicated with her communicated with you?
MULDER,"Wouldn't be a baby anymore... A JANITOR passes MULDER in the corridor, pushing a cleaning cart. MULDER stops and turns to him."
MULDER,"Excuse me. Uh, er, you don't work for the hospital, do you? You're a subcontractor?"
JANITOR,Yeah. A-1 Janitorial. We're all over the city.
MULDER,Thank you. Thanks.
MULDER,A-1 Janitorial also services Nugenics. You'll recognize the uniform. He's cleaning the office directly above the secured servers vault. He's no more than 15 feet away from Dr. Sanjay at the time of his death. MULDER presses a few keys on the keyboard. The camera feeds start to play. We see DR. SANJAY collapse as he starts to hear the piercing tone. The janitor leans forwards and steadies himself on the office desk.
SCULLY,"Action, reaction. MULDER's cell phone text message alert beeps."
MULDER,"I made a request for the name of the janitor on duty. Turns out he also worked at St. Elizabeth's last month. High school dropout Kyle Gilligan. We got him. One feed shows SANJAY lying motionless on the floor, the other feed the janitor straightening up and pushing his cleaning cart out of the room."
SCULLY,I'm Special Agent Scully. This is Special Agent Mulder. We'd like to speak with Kyle Gilligan.
MRS GILLIGAN,I'm his mother.
MULDER,Is he around? We'd like to ask him a few questions about an incident at work.
MRS GILLIGAN,The suicide?
MULDER,You heard about that.
MRS GILLIGAN,There's not a thing that goes on in my son's life that I don't know.
SCULLY,"Well, we'd still like to speak with him."
MRS GILLIGAN,He's got nothing to say.
SCULLY,Why don't you let us decide that?
MRS GILLIGAN,I don't like to expose my son to stressful situations. It's not good for him. He doesn't understand it. He's simple. And he's a minor. And I won't allow it. She turns and starts to go back inside.
MULDER,"You didn't give birth to Kyle. SCULLY speaks quietly, not wanting MULDER to press the issue."
SCULLY,Mulder...
MRS GILLIGAN,What did you say? MULDER climbs a couple of steps towards MRS GOLDMAN.
MULDER,"After the accident, where'd you find him? MRS GILLIGAN turns back and stops at the top of the steps up to the verandah."
MRS GILLIGAN,Get the hell off my porch.
MULDER,Your son is unique. Have you ever wondered why?
MRS GILLIGAN,Get out!
SCULLY,"Mulder, she's making it pretty clear... We hear, and then see, dozens and dozens of black birds circling overhead and settling in the adjoining garden."
MRS GILLIGAN,"Bad things happen when the birds gather. MULDER hears the high-pitched piercing tone. He instinctively puts both hands over his ears. The tone gets louder. MULDER collapses onto the steps, before rolling down a couple onto the concrete tiles at the foot of the steps where SCULLY is standing."
MULDER,"Arghhh! MULDER lies prone on the ground, writhing in agony as the tone gets louder."
SCULLY,Mulder! Mulder!
SCULLY,"Where is he? MULDER continues to writhe around on the ground in agony, covering his ears. SCULLY approaches MRS GILLIGAN in desperation."
SCULLY,"Where is he?! MRS GILLIGAN looks off in the direction of the birds. SCULLY races off into the garden, drawing her weapon. Birds continue to caw loudly. SCULLY jogs carefully through a tree-filled garden, looking for KYLE. MULDER is still on the ground in agony. SCULLY slowly enters a dark barn, gun drawn. She carefully searches the barn as she moves through it. She notices someone. She trains her gun on the figure."
SCULLY,"Whatever you're doing, stop right there. From a look of deep concentration, KYLE straightens up and inhales deeply. Later. MULDER bundles the hand-cuffed KYLE into the back of the SUV. MRS GILLIGAN slowly approaches the car, crying and pleading with MULDER."
MOTHER,Don't take him! Don't! Please don't take him! He didn't know what he was doing! He was just trying to protect me! Later. The SUV is driving along the road. SCULLY is driving. MULDER turns to KYLE in the back seat. KYLE avoids his gaze and stares out of the open window.
MULDER,"Is that true, Kyle? That you don't know what you're doing? Why did you kill Dr. Sanjay?"
KYLE,I didn't want him to die.
MULDER,You made him kill himself.
KYLE,No! I would never. He was... was helping me.
MULDER,You got inside his head. You got inside my head. You can make people hear things. Like you just did. Like you did to me in Sanjay's apartment. But you can't control it.
KYLE,I just want to find my sister. SCULLY thinks about it for a second or two.
SCULLY,Molly?
MULDER,"At the hospital, where you worked. You heard Jackie's story."
KYLE,"She told me that he has her. And Jackie is my real mother, okay? I have to find my sister."
MULDER,"Kyle, nobody knows where she is."
SCULLY,I know who knows.
GOLDMAN,Hmmm. Would you mind if I took some blood? GOLDMAN ties a piece of rubber around KYLE's arm as a tourniquet.
KYLE,Where's Molly? GOLDMAN looks at KYLE over the top of his glasses.
GOLDMAN,How do you know that name?
KYLE,My... mother told me to find her.
GOLDMAN,And what would you do... once you found her?
KYLE,"I don't... know. MULDER watches as the tube of KYLE's blood fills. GOLDMAN withdraws the needle, pressing on the wound."
GOLDMAN,I'm gonna let you meet Molly.
KYLE,Molly? KYLE laughs nervously as she looks at him.
GIRL,What's your name?
KYLE,Kyle. MULDER and SCULLY watch on in anticipation. KYLE slowly approaches the GIRL. She smiles back. He stops. His warm expression turning to one of anger.
KYLE,"No. You're not my sister. No! KYLE retreats, before turning and barging past GOLDMAN into the corridor. SCULLY calls out after him."
SCULLY,"Kyle?! KYLE is jogging along empty corridors, searching for his sister, calling out her name."
KYLE,"Molly? He turns a corner. He sees a room at the end of the corridor. He slows to a walk as he approaches. We see MOLLY sitting on the side of her bed as he nears her door. She gets up to meet him, separated by the glass pane in the door."
KYLE,"You're Molly. She smiles at him. She raises her left hand, putting it on the glass. We hear her thoughts, but her lips don't move."
MOLLY,I didn't know I had a brother.
KYLE,I can hear you. KYLE raises both of his hands to meet hers on the opposite side of the glass. He looks into her eyes.
KYLE,Are you ready? She nods. They lock eyes in concentration. The lights flicker and buzz. MULDER and SCULLY appear from around the corner and race towards MOLLY's room.
MULDER,"Kyle! The security glass in MOLLY's door cracks. Windows along the corridor shatter and fall to the ground. MULDER and SCULLY duck and take cover as they approach. The glass in MOLLY's door now gone, KYLE and MOLLY interlock their fingers. The electrical crackling continues as GOLDMAN appears from around the corner. He races past MULDER and SCULLY, towards MOLLY's room."
GOLDMAN,Molly! No! No!
MOLLY,"Daddy, just let me go!"
GOLDMAN,"Get the hell away from her! KYLE looks angrily at GOLDMAN. The piercing tone starts. GOLDMAN stops in his tracks, dropping to the floor, screaming in agony. SCULLY approaches slowly, gun drawn."
SCULLY,"Kyle! MOLLY stares intently at SCULLY, before flicking her head to one side. SCULLY's gun flies out of her hand. SCULLY flies back into the wall, hitting it hard, before dropping to the ground unconscious."
MULDER,"Scully! MULDER immediately goes to her aid. MOLLY directs her gaze on him, flicking her head back. MULDER is thrown backwards, sliding uncontrollably all the way back along the corridor until he hits a closed door. KYLE and MOLLY finally turn their attention to GOLDMAN, who is on all fours in agony on the ground. The piercing tone gets louder. Blood starts running from his eyes, his nose, his ears, his mouth. He screams out in pain. KYLE and MOLLY don't let up. Blood is now running from his face."
MURPHY,"Skinner, keep your people behind the red tape. SKINNER turns away and walks over to MULDER and SCULLY who are standing nearby."
SKINNER,Department of Defense has control of the facility. It's now classified as top secret. We no longer have jurisdiction here.
SCULLY,Have they found Molly or Kyle?
SKINNER,"You were the last one to see them, Agent Mulder."
MULDER,"I blacked out after Goldman's eyes popped out of their sockets. Believe me, you can't unsee that."
SKINNER,"Well, they're gone. There's no trace of them anywhere. SKINNER walks away. MULDER pulls the tube of KYLE's blood out of his trouser pocket and shows it to SCULLY."
SCULLY,Kyle's blood.
MULDER,A trace. He puts the tube back into his pocket and they leave.
WILLIAM,Monkeys...
MULDER,"Yeah, that's... well, that's early man, William. More screeching and howling."
MULDER,And that's the monolith.
WILLIAM,"What's a ""mommomyth""?"
MULDER,"Some people think it represents our first contact with aliens. Other people think it represents the beginning of human knowledge. I... I think one day you'll probably have your own ideas about it. Outside in the garden as the sun is setting. A small model rocket sits atop a launch structure on the grass. MULDER kneels at it, preparing it for blast-off. WILLIAM calls to him from a picnic bench a few metres away."
WILLIAM,Dad...
MULDER,Hmm?
WILLIAM,My fin broke.
MULDER,"Oh. MULDER walks over to WILLIAM, who is holding his broken rocket."
WILLIAM,"Space is hard. WILLIAM hands the broken rocket to MULDER, who reinserts the fin into the bottom of the rocket."
MULDER,"""All great and honorable actions are undertaken with great difficulty..."""
MULDER,": ""We choose to go to the Moon in this decade and do other things, not because they are easy..."
TOGETHER,"""... but because they are hard."" They chuckle to each other."
MULDER,That's right.
WILLIAM,"Come on, let's light this candle. We'll do yours first."
MULDER,Okay. MULDER puts the mended rocket on the picnic table and hands WILLIAM the launch key and control unit.
MULDER,There you go. You ready?
WILLIAM,Yep. MULDER starts the countdown.
MULDER,"Five, four, three, two, one. Ignition. The rocket ignites, launching skywards leaving a trail of smoke in its wake. MULDER and WILLIAM stare up into the sky with wonder."
WILLIAM,"I'm gonna go up there someday. MULDER hears his son call out to him. We see MULDER running towards WILLIAM's bedroom door, lit from behind, along a dark hallway. We hear rumbling. MULDER opens the door. The room is bathed in bright white light. WILLIAM is suspended horizontally in the air over his bed. He looks at MULDER."
WILLIAM,Dad! MULDER calls out to his son. The rumbling is loud.
MULDER,William! There's a flash of white light and crash of noise.
MULDER,"No! Suddenly MULDER is standing alone in the room, his son gone. The rumbling fades. The light is gone."
